City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Discription
271,Nouakchott,18.0858,-15.9785,69.73,74,10,14.63,MR,clear sky
272,Saskylakh,71.9167,114.0833,-3.14,91,15,2.21,RU,few clouds
273,Cabinda,-5.55,12.2,78.51,91,100,4.9,AO,light rain
274,Aberdeen,57.1437,-2.0981,32.65,93,66,2.3,GB,broken clouds
275,Igra,57.5558,53.0547,36.73,99,100,7.18,RU,overcast clouds
276,Saint-Pierre,-21.3393,55.4781,76.68,82,100,14.97,RE,overcast clouds
277,Itupiranga,-5.1347,-49.3267,75.06,96,100,2.59,BR,light rain
278,Bethel,41.3712,-73.414,46.94,84,20,1.99,US,few clouds
279,Zeya,53.75,127.2667,33.4,59,100,7.9,RU,overcast clouds
280,Dunedin,-45.8742,170.5036,61.84,54,9,4.9,NZ,clear sky
281,Buala,-8.145,159.5921,85.55,67,61,5.53,SB,broken clouds
282,Warkworth,-36.4,174.6667,72.91,56,22,8.19,NZ,few clouds
283,Brae,60.3964,-1.353,36.84,58,100,18.95,GB,overcast clouds
284,Mandurah,-32.55,115.7,68.92,50,10,12.06,AU,clear sky
285,Saint George,37.1041,-113.5841,84.43,8,0,20.71,US,clear sky
286,Bafilo,9.35,1.2667,74.46,70,100,4.54,TG,overcast clouds
287,Zephyrhills,28.2336,-82.1812,60.94,58,0,8.41,US,clear sky
288,Rio Branco,-9.9747,-67.81,77.61,100,75,2.3,BR,thunderstorm
289,Kachiry,53.0675,76.1036,33.42,68,0,3.11,KZ,clear sky
290,Williams Lake,52.1415,-122.1445,40.05,47,75,9.22,CA,broken clouds
291,Havoysund,70.9963,24.6622,37.63,82,100,22.32,NO,overcast clouds
292,San Angelo,31.4638,-100.437,82.62,15,0,14.97,US,clear sky
293,Luderitz,-26.6481,15.1594,63.59,64,0,5.66,NA,clear sky
294,La Paz,-16.5,-68.15,44.58,100,75,2.3,BO,broken clouds
295,Miguel Hidalgo,19.4225,-99.2028,56.61,77,100,9.22,MX,overcast clouds
296,Kosh-Agach,50.0,88.6667,18.81,58,0,2.89,RU,clear sky
297,Yarada,17.65,83.2667,82.72,83,40,3.44,IN,mist
298,Mayo,38.8876,-76.5119,51.98,54,20,6.91,US,few clouds
299,Libreville,0.3925,9.4537,75.22,94,20,5.75,GA,few clouds
300,Vestmanna,62.1564,-7.1664,32.92,69,100,13.8,FO,overcast clouds
301,Urumqi,43.801,87.6005,49.15,37,0,11.18,CN,clear sky
302,Lasa,46.6166,10.7002,31.69,91,42,6.55,IT,scattered clouds
303,Qasigiannguit,68.8193,-51.1922,8.85,92,80,6.29,GL,broken clouds
304,Kaeo,-35.1,173.7833,68.32,74,90,9.33,NZ,overcast clouds
305,Najran,17.4924,44.1277,66.85,20,1,2.37,SA,clear sky
306,Koppies,-27.2418,27.5742,52.59,90,100,15.73,ZA,light rain
307,Carballo,43.213,-8.691,54.01,87,100,4.76,ES,overcast clouds
308,Morococha,-11.5997,-76.1411,36.7,97,100,2.82,PE,light rain
